	NEST ID	name_new	Genes	Genes	LLM Name	LLM Analysis	Rank	Overlap	P-value	Adjusted P-value	Genes	Genes	GO term	GO ID
44	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	KRAS;HRAS	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	44	2/144	0.0007577126485891882	0.0038390774195185	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	KRAS;HRAS	Ras Protein Signal Transduction 	GO:0007265
45	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	45	2/173	0.001090678093927	0.0053517558312227	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB4;ERBB2	Neuron Differentiation 	GO:0030182
46	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;FGFR4	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	46	2/174	0.0011032128248573	0.0053517558312227	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;FGFR4	Positive Regulation Of Cellular Biosynthetic Process 	GO:0031328
47	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;HRAS	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	47	2/176	0.0011284919947954	0.0053603369752786	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;HRAS	Positive Regulation Of Hydrolase Activity 	GO:0051345
48	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;FGFR4	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	48	2/196	0.0013966136871799	0.0063300392468429	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;FGFR4	Positive Regulation Of Protein Metabolic Process 	GO:0051247
49	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	49	1/5	0.0014992198216206	0.0063300392468429	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Epithelial Tube Branching Involved In Lung Morphogenesis 	GO:0060441
50	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	50	1/5	0.0014992198216206	0.0063300392468429	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Epithelial Tube Formation 	GO:0072175
51	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	51	1/5	0.0014992198216206	0.0063300392468429	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2	ERBB2-EGFR Signaling Pathway 	GO:0038134
52	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR4	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	52	1/5	0.0014992198216206	0.0063300392468429	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR4	Response To Bile Acid 	GO:1903412
53	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	53	1/5	0.0014992198216206	0.0063300392468429	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Regulation Of Morphogenesis Of A Branching Structure 	GO:0060688
54	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;HRAS	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	59	2/214	0.0016616233036049	0.0068355953825617	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	ERBB2;HRAS	Regulation Of GTPase Activity 	GO:0043087
55	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	58	1/6	0.0017988408901478	0.0068355953825617	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Exocrine System Development 	GO:0035272
56	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	57	1/6	0.0017988408901478	0.0068355953825617	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Forebrain Neuron Development 	GO:0021884
57	NEST:256	MAPK signaling	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Receptor Tyrosine Kinase Signaling	"The most prominent biological process performed by the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS is receptor tyrosine kinase (RTK) signaling. This process is critical for cellular growth, differentiation, and survival.

1. ERBB2 and ERBB4: Both proteins belong to the epidermal growth factor receptor (EGFR) family, which are receptor tyrosine kinases. They play a crucial role in cell proliferation and differentiation by binding to specific ligands, leading to the activation of downstream signaling pathways, such as the MAPK and PI3K/AKT pathways. ERBB2 is known to form heterodimers with other EGFR family members, enhancing the signaling capacity of the receptor complex.

2. FGFR2 and FGFR4: These proteins are members of the fibroblast growth factor receptor (FGFR) family, which are also receptor tyrosine kinases. They are involved in various cellular processes, including cell growth, differentiation, and migration. FGFR2 and FGFR4 bind to fibroblast growth factors (FGFs), leading to receptor dimerization and activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways.

3. HRAS and KRAS: Both proteins are members of the RAS family of small GTPases, which function as molecular switches in various signaling pathways, including the RTK signaling pathway. They are involved in transmitting signals from activated RTKs to downstream effectors, such as the RAF/MEK/ERK and PI3K/AKT pathways. HRAS and KRAS are known to play a critical role in cell proliferation, differentiation, and survival.

In conclusion, the interacting proteins ERBB2, ERBB4, FGFR2, FGFR4, HRAS, and KRAS are involved in the receptor tyrosine kinase signaling pathway, which is essential for cellular growth, differentiation, and survival. This process is initiated by the binding of specific ligands to the receptor tyrosine kinases (ERBB2, ERBB4, FGFR2, and FGFR4), leading to the activation of downstream signaling pathways, such as the RAS/MAPK and PI3K/AKT pathways, mediated by the small GTPases HRAS and KRAS."	56	1/6	0.0017988408901478	0.0068355953825617	ERBB2,ERBB4,FGFR2,FGFR4,HRAS,KRAS	FGFR2	Regulation Of Smooth Muscle Cell Differentiation 	GO:0051150
